landing_site,fishing_date,fishing_ground,english_name,scientific_name,group,tl,fl,wt,area
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66.9,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,114,26,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,130,34,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,125,29,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,110,17,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,120,20,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,122,29,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,78,8,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.3,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.2,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.3,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,78,8,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,6.5,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.2,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.3,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,73,7.1,Mainland
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,61,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,67,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,95,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,2024-09-28,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,71,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,75,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,75,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,71,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,72,7,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,7,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,9,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,5,Zanzibar
Nungwi,2024-10-31,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,52,5,Zanzibar
Jimbiza,NA,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,8,Mainland
Jimbiza,NA,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,76,7.2,Mainland
Jimbiza,2024-11-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10,Mainland
Jimbiza,2024-11-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,81,9,Mainland
Jimbiza,2024-11-21,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,87,15,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,56,4.5,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,54,3.5,Mainland
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,103,24,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,23,Zanzibar
Nungwi,2024-11-16,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,20,Zanzibar
Nungwi,2024-11-16,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,20,Zanzibar
Nungwi,2024-11-16,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,100,25,Zanzibar
Nungwi,2024-11-16,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,104,25,Zanzibar
Jimbiza,2024-12-13,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.1,Mainland
Jimbiza,2024-12-13,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,76,8,Mainland
Jimbiza,2024-12-13,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,6,Mainland
Jimbiza,2024-12-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10,Mainland
Jimbiza,2024-12-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,11,Mainland
Jimbiza,2024-12-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10,Mainland
Jimbiza,2024-12-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,10.5,Mainland
Jimbiza,2024-12-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,9,Mainland
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,3,Zanzibar
Wete,NA,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,2,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,81,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,72,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,72,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,4,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,4,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,4,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,4,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,71,6,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,7,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,7,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,5,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,5,Zanzibar
Nungwi,2025-03-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,8,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,4,Zanzibar
Nungwi,2025-01-20,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,67,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,4,Zanzibar
Nungwi,2025-02-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,4,Zanzibar
Deep Sea,NA,Chundo Milangoni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,3,Mainland
Deep Sea,NA,Chundo Milangoni Kaskazini,Yellowfin Tuna,Thunnus albacares,Tuna,NA,186,45,Mainland
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,2,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,126,25,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,4,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,3,Zanzibar
Wete,NA,Deep Sea,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Zanzibar
Wete,NA,Deep Sea,Bigeye Tuna,Thunnus obesus,Tuna,NA,114,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,7,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2025-04-29,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,108,16,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,98,14,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,98,14,Mainland
Jimbiza,NA,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,118,30,Mainland
Jimbiza,2024-01-16,Kivulugo,Yellowfin Tuna,Thunnus albacares,Tuna,NA,110,20,Mainland
Jimbiza,2024-01-16,Kivulugo,Yellowfin Tuna,Thunnus albacares,Tuna,NA,110,21,Mainland
Jimbiza,2024-01-23,Lwanje,Yellowfin Tuna,Thunnus albacares,Tuna,NA,102,19,Mainland
Jimbiza,2024-01-23,Lwanje,Yellowfin Tuna,Thunnus albacares,Tuna,NA,107,21,Mainland
