"ID","Action","Date","Time","Enumerator","Country","Water Body","Region","District","Date","Village","Landing site","Fishing Ground (Locality)","Number of Fishers","Craft Type","Gear Type","Type of Fish (Species)","Local Name","Code","TL(cm)","FL","Uzito Wa Samaki","Longitude","Latitude","Connected_form","Connected_form_data"
"2019663","","03-10-2024","11:21 AM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-07-08","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","6","BT","LL","scomberomorus commerson","","COM","100.5","90.2","6","","","",""
"2019663","","03-10-2024","11:21 AM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-07-08","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","6","BT","LL","scomberomorus commerson","","COM","94.6","89.2","5","","","",""
"2019663","","03-10-2024","11:21 AM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-07-08","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","6","BT","LL","scomberomorus commerson","","COM","79.4","74","3","","","",""
"2019663","","03-10-2024","11:21 AM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-07-08","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","6","BT","LL","scomberomorus commerson","","COM","70","64.8","2","","","",""
"2019663","","03-10-2024","11:21 AM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-07-08","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","6","BT","LL","scomberomorus commerson","","COM","102.5","92.2","5.5","","","",""
"2019663","","03-10-2024","11:21 AM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-07-08","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","6","BT","LL","scomberomorus commerson","","COM","98.4","90.2","4.5","","","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","89.4","82.2","4","39.2127789","-6.6648373","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","80","72.2","2.7","39.2127789","-6.6648373","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","93.5","86.3","4.6","39.2127789","-6.6648373","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","92.6","85.2","5.5","39.2127789","-6.6648373","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","93.7","86.5","5.5","39.2127789","-6.6648373","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","90.5","82.4","4.5","39.2127789","-6.6648373","",""
"2018046","","25-09-2024","10:08 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","15","BT","RN","scomberomorus commerson","","COM","99.6","94.6","6","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","81.7","73.4","3.4","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","104.5","94.4","7","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","118.6","112.5","10","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","99.8","91.7","5.5","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","115.2","105.3","9","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","93.6","86.1","5","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","94.8","84.8","5","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","78.1","71.1","3","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","79.3","70.6","3","39.2127789","-6.6648373","",""
"2018045","","25-09-2024","10:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-07","Kunduchi Pwani","Kunduchi Pwani","Nyamvi","20","BT","GN","scomberomorus commerson","","COM","73.6","66.2","2","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","85.7","78.5","4","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","92.9","84.4","4","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","94.1","85.4","5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","94.2","88.3","6.1","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","101.2","94.3","7","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","78.6","70.6","4","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","82.5","74.6","4","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","70.2","62.1","2.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","100.4","91.4","6","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","71.4","64.4","2.6","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","91.7","75.7","5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","94.5","84.7","5.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","94.6","86.7","5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","776.3","70","3","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","100.5","92.5","7","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","112.5","103.5","8","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","85.9","77.4","3.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","94.5","84.2","4.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","86.3","78.9","4.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","124.5","115.6","12","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","86.1","77.5","3.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","102.1","94.5","7","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","94.3","86.6","4","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","90.3","82.1","4.5","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","110.6","101.1","7","39.2127789","-6.6648373","",""
"2018044","","25-09-2024","09:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","RN","scomberomorus commerson","","COM","99.4","88.9","5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","100.6","91.1","6","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","111.6","102.5","8.5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","99.8","91.4","6.5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","83.7","78.6","4","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","73.8","67.4","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","76.2","68.4","3.5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","82.4","76.8","4","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","76.9","69.9","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","98.8","93.8","7","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","91.3","81.1","5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","76.7","69.5","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","85.3","78.9","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","68.4","61.7","2","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","65.3","59.4","1.5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","73.4","67.2","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","74.5","69.1","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","74.5","68.5","3","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","92.5","84.8","5","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","93.5","83.8","4","39.2127789","-6.6648373","",""
"2018043","","25-09-2024","09:39 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-13","Kunduchi Pwani","Kunduchi Pwani","FUNGU YASINI","20","BT","RN","scomberomorus commerson","","COM","95.4","83.4","4","39.2127789","-6.6648373","",""
"2017983","","24-09-2024","03:33 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","Thunnus albacares","","YFT","135.2","120.2","28","39.2730974","-6.9324411","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","99.5","90.1","6","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","71.5","66.3","2.2","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","83.7","76.3","3.5","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","99.3","90.1","5.5","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","105.2","99.5","6.5","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","96","89.5","4.5","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","88.9","83.5","4.1","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","100.1","92.1","5.5","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","71.4","67.2","2.3","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","79.1","70","3.1","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","77.2","71.1","2.5","39.2694753","-6.9102413","",""
"2017982","","24-09-2024","03:26 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-18","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","HL","scomberomorus commerson","","COM","119.9","113.2","10","39.2694753","-6.9102413","",""
"2017970","","24-09-2024","12:49 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-21","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","scomberomorus commerson","","COM","78.3","70.4","3","39.2127771","-6.6648387","",""
"2017970","","24-09-2024","12:49 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-21","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","scomberomorus commerson","","COM","76.5","70.8","2.6","39.2127771","-6.6648387","",""
"2017970","","24-09-2024","12:49 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-21","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","scomberomorus commerson","","COM","77.7","69.6","2.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","71.2","66.1","2.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","70.3","66.1","2","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","76.5","68.7","3","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","106.5","99.6","7.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","76.6","70.1","2.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","78.1","70.1","2.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","77.1","71.1","2.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","93.3","85.5","5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","93","87.2","3","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","79.5","72.5","5.5","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","92.5","87.4","5.1","39.2127771","-6.6648387","",""
"2017969","","24-09-2024","12:45 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-05-29","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","11","NG","","scomberomorus commerson","","COM","94.4","85.7","5","39.2127771","-6.6648387","",""
